dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI162,NCBI162.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,224,,16086,,,0.6857077851199708,20x,9306,9906,Spinal cord,Amyotrophic lateral sclerosis,L7CN69_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI161,NCBI161.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,266,,16343,,,0.6888170486157288,20x,9317,9918,Spinal cord,Amyotrophic lateral sclerosis,L7CN69_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI160,NCBI160.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,302,,16070,,,0.6864254616039144,20x,9331,9933,Spinal cord,Amyotrophic lateral sclerosis,L7CN69_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI159,NCBI159.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,224,,15869,,,0.6909487103755055,20x,9281,9879,Spinal cord,Amyotrophic lateral sclerosis,L7CN69_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI158,NCBI158.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,251,,15685,,,0.6949774174856421,20x,9239,9835,Spinal cord,Amyotrophic lateral sclerosis,L7CN69_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI157,NCBI157.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,297,,16266,,,0.6995776363959598,20x,9278,9876,Spinal cord,Amyotrophic lateral sclerosis,L7CN68_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI156,NCBI156.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,267,,16164,,,0.6935660778225797,20x,9231,9826,Spinal cord,Amyotrophic lateral sclerosis,L7CN68_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI155,NCBI155.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,292,,15622,,,0.7040848681017587,20x,9325,9926,Spinal cord,Amyotrophic lateral sclerosis,L7CN30_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI154,NCBI154.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,310,,15688,,,0.6882497123306108,20x,9354,9957,Spinal cord,Amyotrophic lateral sclerosis,L7CN30_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI153,NCBI153.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,293,,15518,,,0.6736161191853443,20x,9300,9900,Spinal cord,Amyotrophic lateral sclerosis,L7CN30_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI152,NCBI152.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,328,,15401,,,0.6882246459581142,20x,9291,9890,Spinal cord,Amyotrophic lateral sclerosis,L7CN30_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI151,NCBI151.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,304,,15454,,,0.6899171986317624,20x,9324,9925,Spinal cord,Amyotrophic lateral sclerosis,L7CN30_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI150,NCBI150.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,282,,15298,,,0.69157403,20x,9243,9839,Spinal cord,Amyotrophic lateral sclerosis,L7CN30_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI149,NCBI149.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,289,,15303,,,0.691134148,20x,9325,9926,Spinal cord,Amyotrophic lateral sclerosis,L7CN32_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI148,NCBI148.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,311,,15148,,,0.6858581405915951,20x,9289,9888,Spinal cord,Amyotrophic lateral sclerosis,L7CN32_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI147,NCBI147.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,309,,15154,,,0.6926490615047686,20x,9299,9898,Spinal cord,Amyotrophic lateral sclerosis,L7CN32_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI146,NCBI146.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,323,,14981,,,0.6969335107095498,20x,9340,9942,Spinal cord,Amyotrophic lateral sclerosis,L7CN32_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI145,NCBI145.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,271,,15219,,,0.6862262904257269,20x,9336,9938,Spinal cord,Amyotrophic lateral sclerosis,L7CN32_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI144,NCBI144.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,309,,14491,,,0.6964441070494202,20x,9288,9887,Spinal cord,Amyotrophic lateral sclerosis,L7CN32_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI143,NCBI143.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,250,,16149,,,0.7207572718527854,20x,9331,9933,Spinal cord,Amyotrophic lateral sclerosis,L7CN34_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI142,NCBI142.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,212,,15784,,,0.6981472873782782,20x,9277,9875,Spinal cord,Amyotrophic lateral sclerosis,L7CN34_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI141,NCBI141.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,275,,16033,,,0.6921921603893181,20x,9318,9919,Spinal cord,Amyotrophic lateral sclerosis,L7CN34_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI140,NCBI140.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,244,,15563,,,0.6850541409941843,20x,9264,9861,Spinal cord,Amyotrophic lateral sclerosis,L7CN34_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI139,NCBI139.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,282,,15761,,,0.6957345579537028,20x,9288,9887,Spinal cord,Amyotrophic lateral sclerosis,L7CN34_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI138,NCBI138.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,289,,15776,,,0.6899364069351348,20x,9281,9879,Spinal cord,Amyotrophic lateral sclerosis,L7CN34_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI137,NCBI137.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,262,,16397,,,0.6949688434190796,20x,9277,9875,Spinal cord,Amyotrophic lateral sclerosis,L7CN36_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI136,NCBI136.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,238,,15856,,,0.6968404822870835,20x,9263,9860,Spinal cord,Amyotrophic lateral sclerosis,L7CN36_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI135,NCBI135.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,309,,16480,,,0.6811639621439346,20x,9319,9920,Spinal cord,Amyotrophic lateral sclerosis,L7CN36_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI134,NCBI134.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,306,,15970,,,0.6862735602585937,20x,9301,9901,Spinal cord,Amyotrophic lateral sclerosis,L7CN36_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI133,NCBI133.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,305,,16411,,,0.6915715,20x,9303,9903,Spinal cord,Amyotrophic lateral sclerosis,L7CN36_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI132,NCBI132.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,352,,16036,,,0.6861883502325462,20x,9308,9908,Spinal cord,Amyotrophic lateral sclerosis,L7CN36_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI131,NCBI131.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,278,,16898,,,0.6826769912831989,20x,9319,9920,Spinal cord,Amyotrophic lateral sclerosis,L7CN37_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI130,NCBI130.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,328,,16866,,,0.6844613551690045,20x,9314,9914,Spinal cord,Amyotrophic lateral sclerosis,L7CN37_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI129,NCBI129.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,278,,16706,,,0.6871925867733393,20x,9325,9926,Spinal cord,Amyotrophic lateral sclerosis,L7CN37_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI128,NCBI128.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,335,,16560,,,0.6769087735000828,20x,9313,9913,Spinal cord,Amyotrophic lateral sclerosis,L7CN37_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI127,NCBI127.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,303,,16368,,,0.6696257903798852,20x,9273,9871,Spinal cord,Amyotrophic lateral sclerosis,L7CN37_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI126,NCBI126.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,367,,16475,,,0.6919982145518742,20x,9287,9886,Spinal cord,Amyotrophic lateral sclerosis,L7CN40_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI125,NCBI125.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,341,,16491,,,0.7045539700431426,20x,9298,9897,Spinal cord,Amyotrophic lateral sclerosis,L7CN40_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI124,NCBI124.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,336,,16299,,,0.7014134954975758,20x,9258,9855,Spinal cord,Amyotrophic lateral sclerosis,L7CN40_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI123,NCBI123.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,353,,16180,,,0.6884469796813683,20x,9312,9912,Spinal cord,Amyotrophic lateral sclerosis,L7CN40_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI122,NCBI122.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,259,,16123,,,0.7016433280288185,20x,9286,9885,Spinal cord,Amyotrophic lateral sclerosis,L7CN40_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI121,NCBI121.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,251,,15612,,,0.6858372193174631,20x,9343,9945,Spinal cord,Amyotrophic lateral sclerosis,L7CN40_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI120,NCBI120.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,375,,16569,,,0.6848980435565403,20x,9332,9934,Spinal cord,Amyotrophic lateral sclerosis,L7CN41_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI119,NCBI119.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,340,,16348,,,0.6872663495709799,20x,9311,9911,Spinal cord,Amyotrophic lateral sclerosis,L7CN41_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI118,NCBI118.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,346,,15648,,,0.6909434282009816,20x,9286,9885,Spinal cord,Amyotrophic lateral sclerosis,L7CN41_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI117,NCBI117.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,375,,15759,,,0.6908273822447046,20x,9299,9898,Spinal cord,Amyotrophic lateral sclerosis,L7CN41_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI116,NCBI116.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,270,,15166,,,0.6835715883580339,20x,9308,9908,Spinal cord,Amyotrophic lateral sclerosis,L7CN41_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI115,NCBI115.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,285,,15393,,,0.6933099175985094,20x,9346,9948,Spinal cord,Amyotrophic lateral sclerosis,L7CN41_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI114,NCBI114.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,337,,16359,,,0.6894024116993877,20x,9308,9908,Spinal cord,Amyotrophic lateral sclerosis,L7CN44_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI113,NCBI113.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,296,,15856,,,0.6993762714777217,20x,9324,9925,Spinal cord,Amyotrophic lateral sclerosis,L7CN44_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI112,NCBI112.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,313,,16396,,,0.6893380239133264,20x,9290,9889,Spinal cord,Amyotrophic lateral sclerosis,L7CN44_D1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI111,NCBI111.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,348,,15638,,,0.6773001889896992,20x,9313,9913,Spinal cord,Amyotrophic lateral sclerosis,L7CN44_D2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI110,NCBI110.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,320,,15949,,,0.6858905393117668,20x,9322,9923,Spinal cord,Amyotrophic lateral sclerosis,L7CN44_E1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI109,NCBI109.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,293,,15526,,,0.6872612863791151,20x,9285,9884,Spinal cord,Amyotrophic lateral sclerosis,L7CN44_E2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI108,NCBI108.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,380,,16815,,,0.6935138267518419,20x,9290,9889,Spinal cord,Amyotrophic lateral sclerosis,L7CN45_C1,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI107,NCBI107.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,327,,16072,,,0.6989143246619268,20x,9325,9926,Spinal cord,Amyotrophic lateral sclerosis,L7CN45_C2,v1_0_0
Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,NCBI106,NCBI106.tif,Spinal cord,Diseased,,Mus musculus,,Spatial Transcriptomics,5-Apr-19,,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,200,100,410,,16454,,,0.694306615,20x,9275,9873,Spinal cord,Amyotrophic lateral sclerosis,L7CN45_D1,v1_0_0
